DATE|COUNTRIES|GROUND|CITY|COUNTRY|TEAM.1|TEAM.2|WINNER|MARGIN
2012-02-25|New Zealand v. South Africa|Westpac Stadium|Wellington|New Zealand|New Zealand|South Africa|South Africa|6 wickets
2012-02-26|Australia v. India|Sydney Cricket Ground|Sydney|Australia|Australia|India|Australia|87 runs
2012-02-28|India v. Sri Lanka|Bellerive Oval|Hobart|Australia|India|Sri Lanka|India|7 wickets
2012-02-29|New Zealand v. South Africa|McLean Park|Napier|New Zealand|New Zealand|South Africa|South Africa|6 wickets
2012-03-02|Australia v. Sri Lanka|Melbourne Cricket Ground|Melbourne|Australia|Australia|Sri Lanka|Sri Lanka|9 runs
2012-03-03|New Zealand v. South Africa|Eden Park|Auckland|New Zealand|New Zealand|South Africa|South Africa|5 wickets
2012-03-04|Australia v. Sri Lanka|Brisbane Cricket Ground|Brisbane|Australia|Australia|Sri Lanka|Australia|15 runs
2012-03-06|Australia v. Sri Lanka|Adelaide Oval|Adelaide|Australia|Australia|Sri Lanka|Sri Lanka|8 wickets
2012-03-08|Australia v. Sri Lanka|Adelaide Oval|Adelaide|Australia|Australia|Sri Lanka|Australia|16 runs
2012-03-11|Bangladesh v. Pakistan|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|Pakistan|Pakistan|21 runs
2012-03-13|India v. Sri Lanka|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|India|Sri Lanka|India|50 runs
2012-03-15|Pakistan v. Sri Lanka|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Pakistan|Sri Lanka|Pakistan|6 wickets
2012-03-16|West Indies v. Australia|Arnos Vale Ground|Kingstown, St. Vincent|West Indies|West Indies|Australia|Australia|64 runs
2012-03-16|Bangladesh v. India|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|India|Bangladesh|5 wickets
2012-03-18|West Indies v. Australia|Arnos Vale Ground|Kingstown, St. Vincent|West Indies|West Indies|Australia|West Indies|5 wickets
2012-03-18|India v. Pakistan|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|India|Pakistan|India|6 wickets
2012-03-20|West Indies v. Australia|Arnos Vale Ground|Kingstown, St. Vincent|West Indies|West Indies|Australia||Tied
2012-03-20|Bangladesh v. Sri Lanka|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|Sri Lanka|Bangladesh|5 wickets
2012-03-22|Bangladesh v. Pakistan|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|Pakistan|Pakistan|2 runs
2012-03-23|West Indies v. Australia|Darren Sammy National Cricket Stadium|Gros Islet, St Lucia|West Indies|West Indies|Australia|West Indies|42 runs
2012-03-25|West Indies v. Australia|Darren Sammy National Cricket Stadium|Gros Islet, St Lucia|West Indies|West Indies|Australia|Australia|30 runs
2012-03-29|Afghanistan v. Netherlands|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Afghanistan|Netherlands|Netherlands|9 wickets
2012-03-31|Afghanistan v. Netherlands|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Afghanistan|Netherlands|Afghanistan|5 wickets
2012-06-07|Sri Lanka v. Pakistan|Pallekele International Cricket Stadium|Pallekele, Kandy|Sri Lanka|Sri Lanka|Pakistan|Pakistan|6 wickets
2012-06-09|Sri Lanka v. Pakistan|Pallekele International Cricket Stadium|Pallekele, Kandy|Sri Lanka|Sri Lanka|Pakistan|Sri Lanka|76 runs
2012-06-16|England v. West Indies|The Rose Bowl|Southampton|England|England|West Indies|England|114
2012-06-16|Sri Lanka v. Pakistan|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|Pakistan|Sri Lanka|44 runs
2012-06-18|Sri Lanka v. Pakistan|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|Pakistan|Sri Lanka|2 wickets
2012-06-19|England v. West Indies|Kennington Oval|London|England|England|West Indies|England|8 wickets
2012-06-29|England v. Australia|Lord's|London|England|England|Australia|England|15 runs
2012-07-01|England v. Australia|Kennington Oval|London|England|England|Australia|England|6 wickets
2012-07-05|West Indies v. New Zealand|Sabina Park|Kingston, Jamaica|West Indies|West Indies|New Zealand|West Indies|9 wickets
2012-07-05|Ireland v. Afghanistan|Clontarf Cricket Club Ground|Dublin|Ireland|Ireland|Afghanistan|Ireland|59 runs
2012-07-07|West Indies v. New Zealand|Sabina Park|Kingston, Jamaica|West Indies|West Indies|New Zealand|West Indies|55 runs
2012-07-07|England v. Australia|Riverside Ground|Chester-Le-Street|England|England|Australia|England|8 wickets
2012-07-10|England v. Australia|Old Trafford|Manchester|England|England|Australia|England|7 wickets
2012-07-11|West Indies v. New Zealand|Warner Park|Basseterre, St Kitts|West Indies|West Indies|New Zealand|New Zealand|88 runs
2012-07-12|Scotland v. Canada|Cambusdoon New Ground|Ayr|Scotland|Scotland|Canada|Scotland|4 wickets
2012-07-14|West Indies v. New Zealand|Warner Park|Basseterre, St Kitts|West Indies|West Indies|New Zealand|West Indies|24 runs
2012-07-16|West Indies v. New Zealand|Warner Park|Basseterre, St Kitts|West Indies|West Indies|New Zealand|West Indies|20 runs
2012-07-21|Sri Lanka v. India|Mahinda Rajapaksha International Cricket Stadium|Hambantota|Sri Lanka|Sri Lanka|India|India|21 runs
2012-07-24|Sri Lanka v. India|Mahinda Rajapaksha International Cricket Stadium|Hambantota|Sri Lanka|Sri Lanka|India|Sri Lanka|9 wickets
2012-07-28|Sri Lanka v. India|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|India|India|5 wickets
2012-07-31|Sri Lanka v. India|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|India|India|6 wickets
2012-08-04|Sri Lanka v. India|Pallekele International Cricket Stadium|Pallekele, Kandy|Sri Lanka|Sri Lanka|India|India|20 runs
2012-08-25|Afghanistan v. Australia|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Afghanistan|Australia|Australia|66 runs
2012-08-28|Pakistan v. Australia|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Pakistan|Australia|Australia|4 wickets
2012-08-28|England v. South Africa|The Rose Bowl|Southampton|England|England|South Africa|South Africa|80 runs
2012-08-31|Pakistan v. Australia|Sheikh Zayed Stadium|Abu Dhabi|United Arab Emirates|Pakistan|Australia|Pakistan|7 wickets
2012-08-31|England v. South Africa|Kennington Oval|London|England|England|South Africa|England|4 wickets
2012-09-02|England v. South Africa|Lord's|London|England|England|South Africa|England|6 wickets
2012-09-03|Pakistan v. Australia|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Pakistan|Australia|Australia|3 wickets
2012-09-05|England v. South Africa|Trent Bridge|Nottingham|England|England|South Africa|South Africa|7 wickets
2012-11-04|Sri Lanka v. New Zealand|Pallekele International Cricket Stadium|Pallekele, Kandy|Sri Lanka|Sri Lanka|New Zealand|Sri Lanka|14 runs
2012-11-06|Sri Lanka v. New Zealand|Pallekele International Cricket Stadium|Pallekele, Kandy|Sri Lanka|Sri Lanka|New Zealand|Sri Lanka|7 wickets
2012-11-10|Sri Lanka v. New Zealand|Mahinda Rajapaksha International Cricket Stadium|Hambantota|Sri Lanka|Sri Lanka|New Zealand|Sri Lanka|7 wickets
2012-11-30|Bangladesh v. West Indies|Sheikh Abu Naser Stadium|Khulna|Bangladesh|Bangladesh|West Indies|Bangladesh|7 wickets
2012-12-02|Bangladesh v. West Indies|Sheikh Abu Naser Stadium|Khulna|Bangladesh|Bangladesh|West Indies|Bangladesh|160 runs
2012-12-05|Bangladesh v. West Indies|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|West Indies|West Indies|4 wickets
2012-12-07|Bangladesh v. West Indies|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|West Indies|West Indies|75 runs
2012-12-08|Bangladesh v. West Indies|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|West Indies|Bangladesh|2 wickets
2012-12-30|India v. Pakistan|MA Chidambaram Stadium|Chennai|India|India|Pakistan|Pakistan|6 wickets
2013-01-03|India v. Pakistan|Eden Gardens|Kolkata|India|India|Pakistan|Pakistan|85 runs
2013-01-06|India v. Pakistan|Feroz Shah Kotla|Delhi|India|India|Pakistan|India|10 runs
2013-01-11|Australia v. Sri Lanka|Melbourne Cricket Ground|Melbourne|Australia|Australia|Sri Lanka|Australia|107 runs
2013-01-11|India v. England|Saurashtra Cricket Association Stadium|Khandheri, Rajkot|India|India|England|England|9 runs
2013-01-13|Australia v. Sri Lanka|Adelaide Oval|Adelaide|Australia|Australia|Sri Lanka|Sri Lanka|8 wickets
2013-01-15|India v. England|Nehru Stadium (Kochi)|Kochi|India|India|England|India|127 runs
2013-01-18|Australia v. Sri Lanka|Brisbane Cricket Ground|Brisbane|Australia|Australia|Sri Lanka|Sri Lanka|4 wickets
2013-01-19|South Africa v. New Zealand|Boland Park|Paarl|South Africa|South Africa|New Zealand|New Zealand|1 wicket
2013-01-19|India v. England|JSCA International Stadium Complex|Ranchi|India|India|England|India|7 wickets
2013-01-22|South Africa v. New Zealand|Diamond Oval|Kimberley|South Africa|South Africa|New Zealand|New Zealand|27 runs
2013-01-23|India v. England|Punjab Cricket Association IS Bindra Stadium|Mohali, Chandigarh|India|India|England|India|5 wickets
2013-01-23|Australia v. Sri Lanka|Bellerive Oval|Hobart|Australia|Australia|Sri Lanka|Australia|32 runs
2013-01-25|South Africa v. New Zealand|Senwes Park|Potchefstroom|South Africa|South Africa|New Zealand|South Africa|1 wicket
2013-01-27|India v. England|Himachal Pradesh Cricket Association Stadium|Dharamsala|India|India|England|England|7 wickets
2013-02-01|Australia v. West Indies|WACA Ground|Perth|Australia|Australia|West Indies|Australia|9 wickets
2013-02-03|Australia v. West Indies|WACA Ground|Perth|Australia|Australia|West Indies|Australia|54 runs
2013-02-06|Australia v. West Indies|Manuka Oval|Canberra|Australia|Australia|West Indies|Australia|39 runs
2013-02-08|Australia v. West Indies|Sydney Cricket Ground|Sydney|Australia|Australia|West Indies|Australia|5 wickets
2013-02-10|Australia v. West Indies|Melbourne Cricket Ground|Melbourne|Australia|Australia|West Indies|Australia|17 runs
2013-02-17|New Zealand v. England|Seddon Park|Hamilton|New Zealand|New Zealand|England|New Zealand|3 wickets
2013-02-20|New Zealand v. England|McLean Park|Napier|New Zealand|New Zealand|England|England|8 wickets
2013-02-22|West Indies v. Zimbabwe|National Cricket Stadium (Grenada)|St. George's, Grenada|West Indies|West Indies|Zimbabwe|West Indies|156 runs
2013-02-23|New Zealand v. England|Eden Park|Auckland|New Zealand|New Zealand|England|England|5 wickets
2013-02-24|West Indies v. Zimbabwe|National Cricket Stadium (Grenada)|St. George's, Grenada|West Indies|West Indies|Zimbabwe|West Indies|7 wickets
2013-02-26|West Indies v. Zimbabwe|National Cricket Stadium (Grenada)|St. George's, Grenada|West Indies|West Indies|Zimbabwe|West Indies|5 wickets
2013-03-06|Afghanistan v. Scotland|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Afghanistan|Scotland|Afghanistan|7 wickets
2013-03-08|Afghanistan v. Scotland|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Afghanistan|Scotland|Afghanistan|5 wickets
2013-03-10|South Africa v. Pakistan|Mangaung Oval|Bloemfontein|South Africa|South Africa|Pakistan|South Africa|125 runs
2013-03-11|Canada v. Kenya|ICC Global Cricket Academy|Dubai|United Arab Emirates|Canada|Kenya|Kenya|6 wickets
2013-03-13|Canada v. Kenya|ICC Global Cricket Academy|Dubai|United Arab Emirates|Canada|Kenya|Kenya|6 wickets
2013-03-15|South Africa v. Pakistan|SuperSport Park|Centurion|South Africa|South Africa|Pakistan|Pakistan|6 wickets
2013-03-17|South Africa v. Pakistan|Wanderers Stadium|Johannesburg|South Africa|South Africa|Pakistan|South Africa|34 runs
2013-03-21|South Africa v. Pakistan|Kingsmead|Durban|South Africa|South Africa|Pakistan|Pakistan|3 wickets
2013-03-23|Sri Lanka v. Bangladesh|Mahinda Rajapaksha International Cricket Stadium|Hambantota|Sri Lanka|Sri Lanka|Bangladesh|Sri Lanka|8 wickets
2013-03-24|South Africa v. Pakistan|Willowmoore Park|Benoni|South Africa|South Africa|Pakistan|South Africa|6 wickets
2013-03-28|Sri Lanka v. Bangladesh|Pallekele International Cricket Stadium|Pallekele, Kandy|Sri Lanka|Sri Lanka|Bangladesh|Bangladesh|3 wickets
2013-05-03|Zimbabwe v. Bangladesh|Queens Sports Club|Bulawayo|Zimbabwe|Zimbabwe|Bangladesh|Bangladesh|121 runs
2013-05-05|Zimbabwe v. Bangladesh|Queens Sports Club|Bulawayo|Zimbabwe|Zimbabwe|Bangladesh|Zimbabwe|6 wickets
2013-05-08|Zimbabwe v. Bangladesh|Queens Sports Club|Bulawayo|Zimbabwe|Zimbabwe|Bangladesh|Zimbabwe|7 wickets
2013-05-17|Scotland v. Pakistan|Grange Cricket Club|Edinburgh|Scotland|Scotland|Pakistan|Pakistan|96 runs
2013-05-23|Ireland v. Pakistan|Clontarf Cricket Club Ground|Dublin|Ireland|Ireland|Pakistan||Tied
2013-05-26|Ireland v. Pakistan|Clontarf Cricket Club Ground|Dublin|Ireland|Ireland|Pakistan|Pakistan|2 wickets
2013-05-31|England v. New Zealand|Lord's|London|England|England|New Zealand|New Zealand|5 wickets
2013-05-31|Netherlands v. South Africa|VRA Ground|Amstelveen|Netherlands|Netherlands|South Africa|South Africa|84 runs
2013-06-02|England v. New Zealand|The Rose Bowl|Southampton|England|England|New Zealand|New Zealand|86 runs
2013-06-05|England v. New Zealand|Trent Bridge|Nottingham|England|England|New Zealand|England|34 runs
2013-06-06|India v. South Africa|Sophia Gardens|Cardiff|Wales|India|South Africa|India|26 runs
2013-06-07|Pakistan v. West Indies|Kennington Oval|London|England|Pakistan|West Indies|West Indies|2 wickets
2013-06-08|England v. Australia|Edgbaston|Birmingham|England|England|Australia|England|48 runs
2013-06-09|New Zealand v. Sri Lanka|Sophia Gardens|Cardiff|Wales|New Zealand|Sri Lanka|New Zealand|1 wicket
2013-06-10|Pakistan v. South Africa|Edgbaston|Birmingham|England|Pakistan|South Africa|South Africa|67 runs
2013-06-11|India v. West Indies|Kennington Oval|London|England|India|West Indies|India|8 wickets
2013-06-13|England v. Sri Lanka|Kennington Oval|London|England|England|Sri Lanka|Sri Lanka|7 wickets
2013-06-14|South Africa v. West Indies|Sophia Gardens|Cardiff|Wales|South Africa|West Indies||Tied
2013-06-15|India v. Pakistan|Edgbaston|Birmingham|England|India|Pakistan|India|8 wickets
2013-06-16|England v. New Zealand|Sophia Gardens|Cardiff|Wales|England|New Zealand|England|10 runs
2013-06-17|Australia v. Sri Lanka|Kennington Oval|London|England|Australia|Sri Lanka|Sri Lanka|20 runs
2013-06-19|England v. South Africa|Kennington Oval|London|England|England|South Africa|England|7 wickets
2013-06-20|India v. Sri Lanka|Sophia Gardens|Cardiff|Wales|India|Sri Lanka|India|8 wickets
2013-06-23|England v. India|Edgbaston|Birmingham|England|England|India|India|5 runs
2013-06-28|West Indies v. Sri Lanka|Sabina Park|Kingston, Jamaica|West Indies|West Indies|Sri Lanka|West Indies|6 wickets
2013-06-30|West Indies v. India|Sabina Park|Kingston, Jamaica|West Indies|West Indies|India|West Indies|1 wicket
2013-06-30|Scotland v. Kenya|Mannofield Park|Aberdeen|Scotland|Scotland|Kenya|Scotland|12 runs
2013-07-02|India v. Sri Lanka|Sabina Park|Kingston, Jamaica|West Indies|India|Sri Lanka|Sri Lanka|161 runs
2013-07-02|Scotland v. Kenya|Mannofield Park|Aberdeen|Scotland|Scotland|Kenya|Scotland|4 wickets
2013-07-05|West Indies v. India|Queen's Park Oval|Port-Of-Spain, Trinidad|West Indies|West Indies|India|India|102 runs
2013-07-07|West Indies v. Sri Lanka|Queen's Park Oval|Port-Of-Spain, Trinidad|West Indies|West Indies|Sri Lanka|Sri Lanka|39 runs
2013-07-07|Netherlands v. Ireland|VRA Ground|Amstelveen|Netherlands|Netherlands|Ireland|Ireland|88 runs
2013-07-09|India v. Sri Lanka|Queen's Park Oval|Port-Of-Spain, Trinidad|West Indies|India|Sri Lanka|India|81 runs
2013-07-09|Netherlands v. Ireland|VRA Ground|Amstelveen|Netherlands|Netherlands|Ireland||Tied
2013-07-11|India v. Sri Lanka|Queen's Park Oval|Port-Of-Spain, Trinidad|West Indies|India|Sri Lanka|India|1 wicket
2013-07-14|West Indies v. Pakistan|Providence Stadium|Providence, Guyana|West Indies|West Indies|Pakistan|Pakistan|126 runs
2013-07-16|West Indies v. Pakistan|Providence Stadium|Providence, Guyana|West Indies|West Indies|Pakistan|West Indies|37 runs
2013-07-19|West Indies v. Pakistan|Darren Sammy National Cricket Stadium|Gros Islet, St Lucia|West Indies|West Indies|Pakistan||Tied
2013-07-20|Sri Lanka v. South Africa|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|South Africa|Sri Lanka|180 runs
2013-07-21|West Indies v. Pakistan|Darren Sammy National Cricket Stadium|Gros Islet, St Lucia|West Indies|West Indies|Pakistan|Pakistan|6 wickets
2013-07-23|Sri Lanka v. South Africa|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|South Africa|Sri Lanka|17 runs
2013-07-24|Zimbabwe v. India|Harare Sports Club|Harare|Zimbabwe|Zimbabwe|India|India|6 wickets
2013-07-24|West Indies v. Pakistan|Darren Sammy National Cricket Stadium|Gros Islet, St Lucia|West Indies|West Indies|Pakistan|Pakistan|4 wickets
2013-07-26|Zimbabwe v. India|Harare Sports Club|Harare|Zimbabwe|Zimbabwe|India|India|58 runs
2013-07-26|Sri Lanka v. South Africa|Pallekele International Cricket Stadium|Pallekele, Kandy|Sri Lanka|Sri Lanka|South Africa|South Africa|56 runs
2013-07-28|Zimbabwe v. India|Harare Sports Club|Harare|Zimbabwe|Zimbabwe|India|India|7 wickets
2013-07-28|Sri Lanka v. South Africa|Pallekele International Cricket Stadium|Pallekele, Kandy|Sri Lanka|Sri Lanka|South Africa|Sri Lanka|8 wickets
2013-07-31|Sri Lanka v. South Africa|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|South Africa|Sri Lanka|128 runs
2013-08-01|Zimbabwe v. India|Queens Sports Club|Bulawayo|Zimbabwe|Zimbabwe|India|India|9 wickets
2013-08-03|Zimbabwe v. India|Queens Sports Club|Bulawayo|Zimbabwe|Zimbabwe|India|India|7 wickets
2013-08-27|Zimbabwe v. Pakistan|Harare Sports Club|Harare|Zimbabwe|Zimbabwe|Pakistan|Zimbabwe|7 wickets
2013-08-29|Zimbabwe v. Pakistan|Harare Sports Club|Harare|Zimbabwe|Zimbabwe|Pakistan|Pakistan|90 runs
2013-08-29|Canada v. Netherlands|Maple Leaf North - West Ground|King City, Ontario|Canada|Canada|Netherlands|Netherlands|9 wickets
2013-08-31|Zimbabwe v. Pakistan|Harare Sports Club|Harare|Zimbabwe|Zimbabwe|Pakistan|Pakistan|108 runs
2013-09-03|Ireland v. England|The Village|Dublin|Ireland|Ireland|England|England|6 wickets
2013-09-03|Scotland v. Australia|Grange Cricket Club|Edinburgh|Scotland|Scotland|Australia|Australia|200 runs
2013-09-06|Ireland v. Scotland|Civil Service Cricket Club|Belfast|Ireland|Ireland|Scotland|Ireland|1 wicket
2013-09-08|England v. Australia|Old Trafford|Manchester|England|England|Australia|Australia|88 runs
2013-09-08|Ireland v. Scotland|Civil Service Cricket Club|Belfast|Ireland|Ireland|Scotland|Ireland|7 wickets
2013-09-14|England v. Australia|Sophia Gardens|Cardiff|Wales|England|Australia|England|3 wickets
2013-09-16|England v. Australia|The Rose Bowl|Southampton|England|England|Australia|Australia|49 runs
2013-10-02|Afghanistan v. Kenya|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Afghanistan|Kenya|Afghanistan|8 wickets
2013-10-04|Afghanistan v. Kenya|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Afghanistan|Kenya|Afghanistan|7 wickets
2013-10-13|India v. Australia|Maharashtra Cricket Association Stadium|Pune|India|India|Australia|Australia|72 runs
2013-10-16|India v. Australia|Sawai Mansingh Stadium|Jaipur|India|India|Australia|India|9 wickets
2013-10-19|India v. Australia|Punjab Cricket Association IS Bindra Stadium|Mohali, Chandigarh|India|India|Australia|Australia|4 wickets
2013-10-29|Bangladesh v. New Zealand|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|New Zealand|Bangladesh|43 runs
2013-10-30|Pakistan v. South Africa|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Pakistan|South Africa|South Africa|1 run
2013-10-30|India v. Australia|Vidarbha Cricket Association Stadium|Nagpur|India|India|Australia|India|6 wickets
2013-10-31|Bangladesh v. New Zealand|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|New Zealand|Bangladesh|40 runs
2013-11-01|Pakistan v. South Africa|Dubai International Cricket Stadium|Dubai|United Arab Emirates|Pakistan|South Africa|Pakistan|66 runs
2013-11-02|India v. Australia|M Chinnaswamy Stadium|Bengaluru, Bangalore|India|India|Australia|India|57 runs
2013-11-03|Bangladesh v. New Zealand|Khan Shaheb Osman Ali Stadium|Fatullah|Bangladesh|Bangladesh|New Zealand|Bangladesh|4 wickets
2013-11-06|Pakistan v. South Africa|Sheikh Zayed Stadium|Abu Dhabi|United Arab Emirates|Pakistan|South Africa|South Africa|68 runs
2013-11-08|Pakistan v. South Africa|Sheikh Zayed Stadium|Abu Dhabi|United Arab Emirates|Pakistan|South Africa|South Africa|28 runs
2013-11-11|Pakistan v. South Africa|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Pakistan|South Africa|South Africa|117 runs
2013-11-12|Sri Lanka v. New Zealand|Mahinda Rajapaksha International Cricket Stadium|Hambantota|Sri Lanka|Sri Lanka|New Zealand|New Zealand|4 wickets
2013-11-16|Sri Lanka v. New Zealand|Rangiri Dambulla International Stadium|Dambulla|Sri Lanka|Sri Lanka|New Zealand|Sri Lanka|36 runs
2013-11-21|India v. West Indies|Nehru Stadium (Kochi)|Kochi|India|India|West Indies|India|6 wickets
2013-11-24|South Africa v. Pakistan|Newlands|Cape Town|South Africa|South Africa|Pakistan|Pakistan|23 runs
2013-11-24|India v. West Indies|Dr YS Rajasekhara Reddy Cricket Stadium|Visakhapatnam|India|India|West Indies|West Indies|2 wickets
2013-11-27|South Africa v. Pakistan|St George's Park|Port Elizabeth|South Africa|South Africa|Pakistan|Pakistan|1 run
2013-11-27|India v. West Indies|Green Park|Kanpur|India|India|West Indies|India|5 wickets
2013-11-30|South Africa v. Pakistan|SuperSport Park|Centurion|South Africa|South Africa|Pakistan|South Africa|4 wickets
2013-12-05|South Africa v. India|Wanderers Stadium|Johannesburg|South Africa|South Africa|India|South Africa|141 runs
2013-12-08|South Africa v. India|Kingsmead|Durban|South Africa|South Africa|India|South Africa|134 runs
2013-12-18|Pakistan v. Sri Lanka|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Pakistan|Sri Lanka|Pakistan|11 runs
2013-12-20|Pakistan v. Sri Lanka|Dubai International Cricket Stadium|Dubai|United Arab Emirates|Pakistan|Sri Lanka|Sri Lanka|2 wickets
2013-12-22|Pakistan v. Sri Lanka|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Pakistan|Sri Lanka|Pakistan|113 runs
2013-12-25|Pakistan v. Sri Lanka|Sheikh Zayed Stadium|Abu Dhabi|United Arab Emirates|Pakistan|Sri Lanka|Pakistan|8 wickets
2013-12-26|New Zealand v. West Indies|Eden Park|Auckland|New Zealand|New Zealand|West Indies|West Indies|2 wickets
2013-12-27|Pakistan v. Sri Lanka|Sheikh Zayed Stadium|Abu Dhabi|United Arab Emirates|Pakistan|Sri Lanka|Sri Lanka|2 wickets
2014-01-01|New Zealand v. West Indies|Queenstown Events Centre|Queenstown|New Zealand|New Zealand|West Indies|New Zealand|159 runs
2014-01-04|New Zealand v. West Indies|Saxton Oval|Nelson|New Zealand|New Zealand|West Indies|New Zealand|58 runs
2014-01-07|New Zealand v. West Indies|Seddon Park|Hamilton|New Zealand|New Zealand|West Indies|West Indies|203 runs
2014-01-12|Australia v. England|Melbourne Cricket Ground|Melbourne|Australia|Australia|England|Australia|6 wickets
2014-01-17|Australia v. England|Brisbane Cricket Ground|Brisbane|Australia|Australia|England|Australia|1 wicket
2014-01-19|New Zealand v. India|McLean Park|Napier|New Zealand|New Zealand|India|New Zealand|24 runs
2014-01-19|Australia v. England|Sydney Cricket Ground|Sydney|Australia|Australia|England|Australia|7 wickets
2014-01-22|New Zealand v. India|Seddon Park|Hamilton|New Zealand|New Zealand|India|New Zealand|15 runs
2014-01-23|Canada v. Scotland|Hagley Oval|Christchurch|New Zealand|Canada|Scotland|Scotland|170 runs
2014-01-23|Kenya v. Netherlands|Bert Sutcliffe Oval|Lincoln|New Zealand|Kenya|Netherlands|Kenya|4 wickets
2014-01-24|Australia v. England|WACA Ground|Perth|Australia|Australia|England|England|57 runs
2014-01-25|New Zealand v. India|Eden Park|Auckland|New Zealand|New Zealand|India||Tied
2014-01-26|Australia v. England|Adelaide Oval|Adelaide|Australia|Australia|England|Australia|5 runs
2014-01-28|Canada v. Netherlands|Bay Oval|Mount Maunganui|New Zealand|Canada|Netherlands|Netherlands|8 wickets
2014-01-28|New Zealand v. India|Seddon Park|Hamilton|New Zealand|New Zealand|India|New Zealand|7 wickets
2014-01-30|Kenya v. Scotland|Hagley Oval|Christchurch|New Zealand|Kenya|Scotland|Scotland|3 wickets
2014-01-31|New Zealand v. India|Westpac Stadium|Wellington|New Zealand|New Zealand|India|New Zealand|87 runs
2014-02-01|Scotland v. United Arab Emirates|Bert Sutcliffe Oval|Lincoln|New Zealand|Scotland|United Arab Emirates|Scotland|41 runs
2014-02-17|Bangladesh v. Sri Lanka|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|Sri Lanka|Sri Lanka|13 runs
2014-02-20|Bangladesh v. Sri Lanka|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|Sri Lanka|Sri Lanka|61 runs
2014-02-22|Bangladesh v. Sri Lanka|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|Sri Lanka|Sri Lanka|6 wickets
2014-02-23|West Indies v. Ireland|Sabina Park|Kingston, Jamaica|West Indies|West Indies|Ireland|West Indies|4 wickets
2014-02-25|Pakistan v. Sri Lanka|Khan Shaheb Osman Ali Stadium|Fatullah|Bangladesh|Pakistan|Sri Lanka|Sri Lanka|12 runs
2014-02-26|Bangladesh v. India|Khan Shaheb Osman Ali Stadium|Fatullah|Bangladesh|Bangladesh|India|India|6 wickets
2014-02-27|Afghanistan v. Pakistan|Khan Shaheb Osman Ali Stadium|Fatullah|Bangladesh|Afghanistan|Pakistan|Pakistan|72 runs
2014-02-28|West Indies v. England|Sir Vivian Richards Stadium|North Sound, Antigua|West Indies|West Indies|England|West Indies|15 runs
2014-02-28|India v. Sri Lanka|Khan Shaheb Osman Ali Stadium|Fatullah|Bangladesh|India|Sri Lanka|Sri Lanka|2 wickets
2014-03-01|Bangladesh v. Afghanistan|Khan Shaheb Osman Ali Stadium|Fatullah|Bangladesh|Bangladesh|Afghanistan|Afghanistan|32 runs
2014-03-01|India v. Pakistan|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|India|Pakistan|Pakistan|1 wicket
2014-03-02|West Indies v. England|Sir Vivian Richards Stadium|North Sound, Antigua|West Indies|West Indies|England|England|3 wickets
2014-03-03|Afghanistan v. Sri Lanka|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Afghanistan|Sri Lanka|Sri Lanka|129 runs
